"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,3.0206,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,3.0129,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.5283,0,0,0,3,1,0.052186,0.000906,0,0,1.5,0.029928,0,0
0.002105,0.000104,-0.097896,3.5093,0,0,0,1,1,0.0071013,0.00071995,-1.4617e-06,0.00032155,1.481,0.023783,-4.841e-05,0.010623
0.004105,0.000104,-0.099896,3.0173,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.5119,0,0,0,1,1,-0.0054521,0.00041556,-5.9746e-06,7.7182e-05,1.4836,0.013728,-0.00019755,0.0025514
0.006105,0.000104,-0.099896,3.0205,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.5171,0,0,0,1,1,0.007044,0.00042017,1.351e-06,-7.5713e-05,1.4887,0.01388,4.4454e-05,-0.0024996
0.008105,0.000104,-0.099896,3.0199,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.5191,0,0,0,1,1,0.01388,0.00051507,-7.4984e-06,-2.7929e-05,1.4908,0.017015,-0.00024788,-0.00092102
0.010105,0.000104,-0.099896,3.0178,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.5178,0,0,0,1,1,0.0054348,0.00046366,-7.7051e-06,8.5934e-05,1.4895,0.015317,-0.0002547,0.0028403
0.012105,0.000104,-0.099896,3.0194,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.52,0,0,0,1,1,0.0026268,0.00038011,-5.8823e-06,1.0068e-05,1.4917,0.012557,-0.00019447,0.00033412
0.014105,0.000104,-0.099896,3.0201,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.5204,0,0,0,1,1,0.0090736,0.00039131,-2.1501e-06,-2.344e-05,1.4921,0.012927,-7.1181e-05,-0.00077284
0.016105,0.000104,-0.099896,3.0194,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.5201,0,0,0,1,1,0.0093051,0.0004064,1.4427e-06,1.2382e-05,1.4918,0.013425,4.7517e-05,0.00041056
0.018105,0.000104,-0.099896,3.0193,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.5204,0,0,0,1,1,0.0053053,0.00036802,2.8941e-07,2.3681e-05,1.4921,0.012157,9.4254e-06,0.00078375
0.020105,0.000104,-0.099896,3.0198,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.521,0,0,0,1,1,0.0057822,0.00034302,5.0979e-07,-3.432e-06,1.4927,0.011332,1.6705e-05,-0.0001119
0.022105,0.000104,-0.099896,3.0197,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.5206,0,0,0,1,1,0.0084032,0.00035087,-3.1949e-06,-9.4807e-07,1.4923,0.011591,-0.00010566,-2.9866e-05
0.024105,0.000104,-0.099896,3.0194,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.5206,0,0,0,1,1,0.0072668,0.00034292,-1.5491e-06,1.4478e-05,1.4922,0.011328,-5.1284e-05,0.00047971
0.026105,0.000104,-0.099896,3.0196,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.5203,0,0,0,1,1,0.0052654,0.00031208,2.8451e-06,7.5893e-06,1.492,0.010309,9.3875e-05,0.00025211
0.028105,0.000104,-0.099896,3.0199,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.5205,0,0,0,1,1,0.0072682,0.00031427,-5.2264e-07,-7.9672e-06,1.4922,0.010382,-1.7362e-05,-0.00026176
0.030105,0.000104,-0.099896,3.0195,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.5201,0,0,0,1,1,0.0080813,0.00031693,-2.1136e-06,5.7814e-06,1.4918,0.01047,-6.9906e-05,0.00019238
0.032105,0.000104,-0.099896,3.0194,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.5196,0,0,0,1,1,0.0058926,0.00029375,4.2214e-07,1.3062e-05,1.4913,0.0097041,1.3868e-05,0.00043287
0.034105,0.000104,-0.099896,3.0196,0,0,0,2,0,0,0,0,0,0,0,0,0
0.034105,0.000104,-0.097896,3.5194,0,0,0,1,1,0.0059657,0.00028124,-6.4308e-07,8.4482e-08,1.491,0.0092907,-2.1314e-05,4.148e-06
0.036105,0.000104,-0.099896,3.0196,0,0,0,2,0,0,0,0,0,0,0,0,0
0.036105,0.000104,-0.097896,3.5188,0,0,0,1,1,0.0075159,0.0002863,1.9705e-07,-4.4558e-06,1.4905,0.0094581,6.4481e-06,-0.00014583
0.038105,0.000104,-0.099896,3.0192,0,0,0,2,0,0,0,0,0,0,0,0,0
0.038105,0.000104,-0.097896,3.5181,0,0,0,1,1,0.0071817,0.00028194,-8.6304e-07,7.6727e-06,1.4898,0.0093141,-2.856e-05,0.00025479
0.040105,0.000104,-0.099896,3.0192,0,0,0,2,0,0,0,0,0,0,0,0,0
0.040105,0.000104,-0.097896,3.5176,0,0,0,1,1,0.0060347,0.0002654,1.6803e-07,6.4149e-06,1.4892,0.0087676,5.5074e-06,0.00021323
0.042105,0.000104,-0.099896,3.0192,0,0,0,2,0,0,0,0,0,0,0,0,0
0.042105,0.000104,-0.097896,3.5166,0,0,0,1,1,0.0064635,0.00025929,4.3044e-07,-2.4171e-07,1.4883,0.0085656,1.4182e-05,-6.6825e-06
0.044105,0.000104,-0.099896,3.019,0,0,0,2,0,0,0,0,0,0,0,0,0
0.044105,0.000104,-0.097896,3.5156,0,0,0,1,1,0.0072082,0.00026061,-8.9272e-07,5.9815e-07,1.4872,0.0086095,-2.9515e-05,2.1054e-05
0.046105,0.000104,-0.099896,3.0188,0,0,0,2,0,0,0,0,0,0,0,0,0
0.046105,0.000104,-0.097896,3.5143,0,0,0,1,1,0.0065029,0.00025203,-6.1206e-07,5.4968e-06,1.4859,0.0083259,-2.0236e-05,0.00018285
0.048105,0.000104,-0.099896,3.0186,0,0,0,2,0,0,0,0,0,0,0,0,0
0.048105,0.000104,-0.097896,3.5128,0,0,0,1,1,0.006315,0.00024439,9.7385e-07,1.8008e-06,1.4845,0.0080737,3.2157e-05,6.0748e-05
0.050105,0.000104,-0.099896,3.0184,0,0,0,2,0,0,0,0,0,0,0,0,0
0.050105,0.000104,-0.097896,3.5111,0,0,0,1,1,0.0069173,0.00024317,-2.1405e-08,9.5286e-07,1.4828,0.0080333,-7.1292e-07,3.2717e-05
0.052105,0.000104,-0.099896,3.0181,0,0,0,2,0,0,0,0,0,0,0,0,0
0.052105,0.000104,-0.097896,3.5089,0,0,0,1,1,0.0066564,0.00023767,-4.6098e-07,3.4084e-06,1.4806,0.0078517,-1.5224e-05,0.00011382
0.054105,0.000104,-0.099896,3.0177,0,0,0,2,0,0,0,0,0,0,0,0,0
0.054105,0.000104,-0.097896,3.5064,0,0,0,1,1,0.0063936,0.00023083,8.82e-08,3.1841e-06,1.4781,0.0076256,2.9226e-06,0.0001064
0.056105,0.000104,-0.099896,3.0174,0,0,0,2,0,0,0,0,0,0,0,0,0
0.056105,0.000104,-0.097896,3.5036,0,0,0,1,1,0.0065193,0.00022704,4.1604e-07,1.8192e-07,1.4753,0.0075006,1.3755e-05,7.2051e-06
0.058105,0.000104,-0.099896,3.0169,0,0,0,2,0,0,0,0,0,0,0,0,0
0.058105,0.000104,-0.097896,3.5001,0,0,0,1,1,0.0067072,0.00022538,-6.1331e-08,1.5491e-06,1.4718,0.0074457,-2.0071e-06,5.2349e-05
0.060105,0.000104,-0.099896,3.0163,0,0,0,2,0,0,0,0,0,0,0,0,0
0.060105,0.000104,-0.097896,3.496,0,0,0,1,1,0.0067096,0.00022156,3.6903e-08,3.496e-06,1.4676,0.0073195,1.243e-06,0.00011665
0.062105,0.000104,-0.099896,3.0157,0,0,0,2,0,0,0,0,0,0,0,0,0
0.062105,0.000104,-0.097896,3.4912,0,0,0,1,1,0.0063319,0.0002146,4.4951e-07,2.5505e-06,1.4629,0.0070895,1.4876e-05,8.54e-05
0.064105,0.000104,-0.099896,3.015,0,0,0,2,0,0,0,0,0,0,0,0,0
0.064105,0.000104,-0.097896,3.4855,0,0,0,1,1,0.0064801,0.00021144,4.9306e-07,-1.9566e-07,1.4572,0.0069853,1.6319e-05,-5.3309e-06
0.066105,0.000104,-0.099896,3.0141,0,0,0,2,0,0,0,0,0,0,0,0,0
0.066105,0.000104,-0.097896,3.4788,0,0,0,1,1,0.0067605,0.00021048,-1.5087e-07,1.6728e-06,1.4505,0.0069534,-4.9492e-06,5.6371e-05
0.068105,0.000104,-0.099896,3.013,0,0,0,2,0,0,0,0,0,0,0,0,0
0.068105,0.000104,-0.097896,3.4709,0,0,0,1,1,0.0064634,0.00020582,1.8199e-07,3.2052e-06,1.4425,0.0067996,6.049e-06,0.00010698
0.070105,0.000104,-0.099896,3.0118,0,0,0,2,0,0,0,0,0,0,0,0,0
0.070105,0.000104,-0.097896,3.4616,0,0,0,1,1,0.0064354,0.00020158,7.8696e-07,1.4472e-06,1.4333,0.0066593,2.6035e-05,4.889e-05
0.072105,0.000104,-0.099896,3.0104,0,0,0,2,0,0,0,0,0,0,0,0,0
0.072105,0.000104,-0.097896,3.4506,0,0,0,1,1,0.0066106,0.0001991,5.6121e-07,3.855e-07,1.4223,0.0065776,1.858e-05,1.3801e-05
0.074105,0.000104,-0.099896,3.0087,0,0,0,2,0,0,0,0,0,0,0,0,0
0.074105,0.000104,-0.097896,3.4376,0,0,0,1,1,0.0065487,0.00019606,7.2098e-08,2.2968e-06,1.4093,0.0064771,2.4251e-06,7.6922e-05
0.076105,0.000104,-0.099896,3.0067,0,0,0,2,0,0,0,0,0,0,0,0,0
0.076105,0.000104,-0.097896,3.4223,0,0,0,1,1,0.0064363,0.00019208,5.0093e-07,2.1241e-06,1.394,0.0063457,1.6591e-05,7.1205e-05
0.078105,0.000104,-0.099896,3.0043,0,0,0,2,0,0,0,0,0,0,0,0,0
0.078105,0.000104,-0.097896,3.4059,0,0,0,1,1,0.0065074,0.00018907,7.8002e-07,8.4586e-07,1.3776,0.018958,3.1855e-05,0.001416
0.00010501,0.000104,-0.095896,3.5283,0,0,0,3,1,-0.0038943,0.000906,0,0,1.5,0.029928,0,0
0.002105,0.000104,-0.095896,3.5169,0,0,0,1,1,0.012691,0.0010757,-4.1189e-06,0.00036917,1.4886,0.035534,-0.00013627,0.012198
0.004105,0.000104,-0.095896,3.5133,0,0,0,1,1,0.0065459,0.001184,6.9323e-06,0.00023625,1.485,0.039111,0.0002287,0.0078079
0.006105,0.000104,-0.095896,3.524,0,0,0,1,1,0.0032447,0.00099945,1.9515e-06,-1.3713e-05,1.4956,0.033016,6.419e-05,-0.00044969
0.008105,0.000104,-0.095896,3.5242,0,0,0,1,1,0.0061575,0.00083856,4.9482e-06,-2.196e-05,1.4959,0.027701,0.00016321,-0.00072211
0.010105,0.000104,-0.095896,3.5222,0,0,0,1,1,0.0092352,0.00083743,7.9301e-06,8.4985e-05,1.4939,0.027664,0.00026171,0.0028108
0.012105,0.000104,-0.095896,3.5213,0,0,0,1,1,0.00686,0.00085556,-2.7559e-06,4.8508e-05,1.493,0.028263,-9.1287e-05,0.0016058
0.014105,0.000104,-0.095896,3.5228,0,0,0,1,1,0.0054036,0.00080123,1.7433e-06,-4.3358e-08,1.4945,0.026468,5.7349e-05,1.7925e-06
0.016105,0.000104,-0.095896,3.5231,0,0,0,1,1,0.0073603,0.00076371,-1.302e-06,1.963e-05,1.4948,0.025229,-4.3229e-05,0.00065175
0.018105,0.000104,-0.095896,3.5232,0,0,0,1,1,0.0075116,0.00074976,-6.1839e-06,4.6564e-05,1.4949,0.024768,-0.00020449,0.0015414
0.020105,0.000104,-0.095896,3.5225,0,0,0,1,1,0.0060092,0.00072122,1.0752e-06,1.1823e-05,1.4941,0.023825,3.5314e-05,0.00039375
0.022105,0.000104,-0.095896,3.5224,0,0,0,1,1,0.0071172,0.00069858,1.2919e-06,9.3562e-06,1.4941,0.023077,4.249e-05,0.00031222
0.024105,0.000104,-0.095896,3.5226,0,0,0,1,1,0.0073965,0.00068473,-2.8588e-06,3.0512e-05,1.4943,0.02262,-9.4612e-05,0.0010111
