"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.9127,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.9045,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.3847,0,0,0,3,1,0.059591,0.001018,0,0,1.5,0.033628,0,0
0.002105,0.000104,-0.097896,3.3634,0,0,0,1,1,0.0081706,0.00081867,-1.4073e-06,0.00036166,1.4788,0.027039,-4.614e-05,0.011941
0.004105,0.000104,-0.099896,2.9097,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.3667,0,0,0,1,1,-0.0072071,0.0004776,-7.109e-06,9.3659e-05,1.4822,0.015774,-0.0002342,0.0030868
0.006105,0.000104,-0.099896,2.9137,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.373,0,0,0,1,1,0.0075232,0.00047693,1.1196e-06,-8.0388e-05,1.4884,0.015753,3.7517e-05,-0.0026603
0.008105,0.000104,-0.099896,2.9134,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.3758,0,0,0,1,1,0.01601,0.00058628,-8.1546e-06,-3.4908e-05,1.4912,0.019364,-0.00026874,-0.0011577
0.010105,0.000104,-0.099896,2.911,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.3745,0,0,0,1,1,0.0061241,0.00053558,-8.4779e-06,9.7132e-05,1.49,0.017689,-0.00027943,0.0032026
0.012105,0.000104,-0.099896,2.9127,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.377,0,0,0,1,1,0.0024006,0.00044059,-7.4325e-06,1.7122e-05,1.4924,0.014552,-0.00024503,0.00055999
0.014105,0.000104,-0.099896,2.9135,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.3774,0,0,0,1,1,0.0098872,0.00044872,-2.7611e-06,-2.2137e-05,1.4928,0.01482,-9.0706e-05,-0.00073593
0.016105,0.000104,-0.099896,2.9128,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.3771,0,0,0,1,1,0.010324,0.000468,1.4683e-06,1.2724e-05,1.4925,0.015457,4.8939e-05,0.00041527
0.018105,0.000104,-0.099896,2.9125,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.3774,0,0,0,1,1,0.0054975,0.0004285,-9.3539e-08,2.8231e-05,1.4928,0.014152,-2.6836e-06,0.00092737
0.020105,0.000104,-0.099896,2.9131,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.3779,0,0,0,1,1,0.0059302,0.00039868,8.0344e-08,-8.2508e-08,1.4933,0.013167,3.0477e-06,-7.6784e-06
0.022105,0.000104,-0.099896,2.9129,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.3774,0,0,0,1,1,0.0090484,0.00040699,-3.7632e-06,1.3496e-06,1.4929,0.013442,-0.00012394,3.988e-05
