"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.9004,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.8924,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.3682,0,0,0,3,1,0.054463,0.000966,0,0,1.5,0.03191,0,0
0.002105,0.000104,-0.097896,3.3479,0,0,0,1,1,0.0060244,0.00077277,-1.4698e-06,0.0003433,1.4798,0.025525,-4.8407e-05,0.011338
0.004105,0.000104,-0.099896,2.8972,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.3509,0,0,0,1,1,-0.0080071,0.00044868,-6.6125e-06,8.6176e-05,1.4828,0.01482,-0.00021814,0.0028433
0.006105,0.000104,-0.099896,2.9009,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.3567,0,0,0,1,1,0.0056576,0.00045058,1.1914e-06,-7.8073e-05,1.4886,0.014883,3.9597e-05,-0.0025813
0.008105,0.000104,-0.099896,2.9004,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.3591,0,0,0,1,1,0.013342,0.00055325,-7.8908e-06,-3.1356e-05,1.491,0.018274,-0.00026036,-0.0010379
0.010105,0.000104,-0.099896,2.8982,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.3578,0,0,0,1,1,0.0041319,0.0005021,-8.1679e-06,9.2194e-05,1.4897,0.016584,-0.00026951,0.0030426
0.012105,0.000104,-0.099896,2.8998,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.3601,0,0,0,1,1,0.00084763,0.00041242,-6.7541e-06,1.4005e-05,1.492,0.013623,-0.00022289,0.00046
0.014105,0.000104,-0.099896,2.9005,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.3605,0,0,0,1,1,0.0078386,0.0004221,-2.5196e-06,-2.2601e-05,1.4924,0.013942,-8.2997e-05,-0.00074871
0.016105,0.000104,-0.099896,2.8998,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.3602,0,0,0,1,1,0.0081686,0.00043943,1.4187e-06,1.2834e-05,1.4921,0.014515,4.7062e-05,0.00042163
0.018105,0.000104,-0.099896,2.8996,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.3604,0,0,0,1,1,0.0037302,0.00040037,4.7704e-08,2.6346e-05,1.4923,0.013224,1.7577e-06,0.00086789
0.020105,0.000104,-0.099896,2.9001,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.361,0,0,0,1,1,0.0041827,0.00037282,2.4391e-07,-1.4525e-06,1.4929,0.012314,8.2325e-06,-5.0248e-05
0.022105,0.000104,-0.099896,2.9,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.3605,0,0,0,1,1,0.0070589,0.00038094,-3.5486e-06,4.6029e-07,1.4924,0.012583,-0.00011705,1.3081e-05
0.024105,0.000104,-0.099896,2.8997,0,0,0,2,0,0,0,0,0,0,0,0,0
