"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.9921,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.9844,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.4904,0,0,0,3,1,0.056919,0.000914,0,0,1.5,0.030192,0,0
0.002105,0.000104,-0.097896,3.4712,0,0,0,1,1,0.01132,0.00072713,-1.4968e-06,0.00032485,1.4809,0.024019,-4.9641e-05,0.010731
0.004105,0.000104,-0.099896,2.989,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.474,0,0,0,1,1,-0.0014602,0.00042005,-6.1032e-06,7.8785e-05,1.4836,0.013875,-0.00020182,0.0026025
0.006105,0.000104,-0.099896,2.9923,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.4793,0,0,0,1,1,0.011189,0.0004243,1.2941e-06,-7.5678e-05,1.4889,0.014016,4.2555e-05,-0.0024998
0.008105,0.000104,-0.099896,2.9917,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.4814,0,0,0,1,1,0.018138,0.00052021,-7.5733e-06,-2.7933e-05,1.491,0.017184,-0.00025034,-0.00092246
0.010105,0.000104,-0.099896,2.9896,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.4801,0,0,0,1,1,0.0095786,0.00046872,-7.7806e-06,8.7179e-05,1.4897,0.015483,-0.00025719,0.0028798
0.012105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.4823,0,0,0,1,1,0.0066955,0.00038432,-6.0035e-06,1.0967e-05,1.492,0.012695,-0.0001985,0.00036234
0.014105,0.000104,-0.099896,2.9919,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.4827,0,0,0,1,1,0.013211,0.00039532,-2.1975e-06,-2.2953e-05,1.4923,0.013059,-7.2759e-05,-0.00075803
0.016105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.4824,0,0,0,1,1,0.013452,0.00041062,1.4502e-06,1.2886e-05,1.492,0.013564,4.7739e-05,0.00042582
0.018105,0.000104,-0.099896,2.991,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.4826,0,0,0,1,1,0.0093841,0.00037204,2.8044e-07,2.4443e-05,1.4923,0.01229,9.0986e-06,0.00080753
0.020105,0.000104,-0.099896,2.9916,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.4832,0,0,0,1,1,0.0098512,0.00034666,5.0413e-07,-2.786e-06,1.4928,0.011451,1.6493e-05,-9.1899e-05
0.022105,0.000104,-0.099896,2.9915,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.4827,0,0,0,1,1,0.0125,0.00035449,-3.2063e-06,-3.7913e-07,1.4923,0.01171,-0.00010606,-1.2353e-05
0.024105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.4826,0,0,0,1,1,0.01134,0.00034649,-1.5413e-06,1.5164e-05,1.4922,0.011446,-5.1056e-05,0.00050107
0.026105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.4823,0,0,0,1,1,0.0093009,0.00031524,2.9088e-06,8.3034e-06,1.4919,0.010413,9.5948e-05,0.00027442
0.028105,0.000104,-0.099896,2.9915,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.4825,0,0,0,1,1,0.011315,0.00031733,-4.9085e-07,-7.4485e-06,1.4921,0.010482,-1.6342e-05,-0.00024589
0.030105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.482,0,0,0,1,1,0.012135,0.00031997,-2.0947e-06,6.3656e-06,1.4917,0.01057,-6.9315e-05,0.00021045
0.032105,0.000104,-0.099896,2.991,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.4815,0,0,0,1,1,0.0099136,0.00029649,4.8945e-07,1.3818e-05,1.4911,0.0097939,1.6054e-05,0.00045662
0.034105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.034105,0.000104,-0.097896,3.4812,0,0,0,1,1,0.009969,0.0002837,-5.8009e-07,7.1535e-07,1.4908,0.0093717,-1.9265e-05,2.3789e-05
0.036105,0.000104,-0.099896,2.9912,0,0,0,2,0,0,0,0,0,0,0,0,0
0.036105,0.000104,-0.097896,3.4807,0,0,0,1,1,0.011531,0.00028868,2.7837e-07,-3.9387e-06,1.4903,0.009536,9.0981e-06,-0.00012994
0.038105,0.000104,-0.099896,2.9909,0,0,0,2,0,0,0,0,0,0,0,0,0
0.038105,0.000104,-0.097896,3.4799,0,0,0,1,1,0.011189,0.0002842,-7.7665e-07,8.322e-06,1.4895,0.009388,-2.5744e-05,0.00027508
0.040105,0.000104,-0.099896,2.9908,0,0,0,2,0,0,0,0,0,0,0,0,0
0.040105,0.000104,-0.097896,3.4793,0,0,0,1,1,0.010024,0.00026731,2.6975e-07,7.1261e-06,1.4889,0.0088302,8.8309e-06,0.00023557
0.042105,0.000104,-0.099896,2.9908,0,0,0,2,0,0,0,0,0,0,0,0,0
0.042105,0.000104,-0.097896,3.4783,0,0,0,1,1,0.010443,0.00026096,5.5722e-07,3.0092e-07,1.4879,0.0086204,1.8336e-05,1.0117e-05
0.044105,0.000104,-0.099896,2.9906,0,0,0,2,0,0,0,0,0,0,0,0,0
0.044105,0.000104,-0.097896,3.4772,0,0,0,1,1,0.011182,0.00026223,-7.7541e-07,1.1878e-06,1.4868,0.0086624,-2.5679e-05,3.9418e-05
0.046105,0.000104,-0.099896,2.9903,0,0,0,2,0,0,0,0,0,0,0,0,0
0.046105,0.000104,-0.097896,3.4758,0,0,0,1,1,0.010477,0.00025333,-4.784e-07,6.205e-06,1.4855,0.0083683,-1.5859e-05,0.00020515
0.048105,0.000104,-0.099896,2.9902,0,0,0,2,0,0,0,0,0,0,0,0,0
0.048105,0.000104,-0.097896,3.4743,0,0,0,1,1,0.010277,0.00024537,1.1466e-06,2.4124e-06,1.484,0.0081053,3.7827e-05,7.9867e-05
0.050105,0.000104,-0.099896,2.99,0,0,0,2,0,0,0,0,0,0,0,0,0
0.050105,0.000104,-0.097896,3.4726,0,0,0,1,1,0.010868,0.00024402,1.4943e-07,1.4707e-06,1.4822,0.008061,4.8946e-06,4.8765e-05
0.052105,0.000104,-0.099896,2.9896,0,0,0,2,0,0,0,0,0,0,0,0,0
0.052105,0.000104,-0.097896,3.4704,0,0,0,1,1,0.010608,0.00023826,-2.8156e-07,4.1138e-06,1.48,0.0078704,-9.335e-06,0.00013608
0.054105,0.000104,-0.099896,2.9893,0,0,0,2,0,0,0,0,0,0,0,0,0
0.054105,0.000104,-0.097896,3.4678,0,0,0,1,1,0.010339,0.00023101,2.871e-07,3.8785e-06,1.4774,0.0076311,9.4568e-06,0.0001283
0.056105,0.000104,-0.099896,2.9889,0,0,0,2,0,0,0,0,0,0,0,0,0
0.056105,0.000104,-0.097896,3.4649,0,0,0,1,1,0.010452,0.00022698,6.284e-07,6.9309e-07,1.4746,0.0074979,2.0737e-05,2.3077e-05
0.058105,0.000104,-0.099896,2.9884,0,0,0,2,0,0,0,0,0,0,0,0,0
0.058105,0.000104,-0.097896,3.4613,0,0,0,1,1,0.010629,0.00022516,1.7986e-07,2.1284e-06,1.471,0.007438,5.9262e-06,7.0494e-05
0.060105,0.000104,-0.099896,2.9878,0,0,0,2,0,0,0,0,0,0,0,0,0
0.060105,0.000104,-0.097896,3.4571,0,0,0,1,1,0.01065,0.00022082,2.7854e-07,4.3835e-06,1.4667,0.0072945,9.1927e-06,0.00014498
0.062105,0.000104,-0.099896,2.9872,0,0,0,2,0,0,0,0,0,0,0,0,0
0.062105,0.000104,-0.097896,3.4523,0,0,0,1,1,0.010263,0.00021338,7.0899e-07,3.0947e-06,1.4619,0.0070489,2.3418e-05,0.00010241
0.064105,0.000104,-0.099896,2.9865,0,0,0,2,0,0,0,0,0,0,0,0,0
0.064105,0.000104,-0.097896,3.4465,0,0,0,1,1,0.010371,0.00021014,7.7517e-07,2.6924e-07,1.4561,0.0069417,2.5608e-05,9.0793e-06
0.066105,0.000104,-0.099896,2.9855,0,0,0,2,0,0,0,0,0,0,0,0,0
