"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.8823,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.8746,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.3439,0,0,0,3,1,0.055774,0.000918,0,0,1.5,0.030324,0,0
0.002105,0.000104,-0.097896,3.3251,0,0,0,1,1,0.0099917,0.00072998,-1.4301e-06,0.00032513,1.4811,0.024113,-4.7079e-05,0.01074
0.004105,0.000104,-0.099896,2.8792,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.3279,0,0,0,1,1,-0.0028454,0.00042175,-6.0257e-06,7.8006e-05,1.484,0.013931,-0.00019889,0.0025768
0.006105,0.000104,-0.099896,2.8825,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.3333,0,0,0,1,1,0.0099161,0.00042588,1.3942e-06,-7.6931e-05,1.4893,0.014068,4.6194e-05,-0.0025415
0.008105,0.000104,-0.099896,2.8819,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.3354,0,0,0,1,1,0.01691,0.00052221,-7.4925e-06,-2.9343e-05,1.4914,0.01725,-0.00024739,-0.00096969
0.010105,0.000104,-0.099896,2.8798,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.3341,0,0,0,1,1,0.008296,0.0004708,-7.7127e-06,8.6373e-05,1.4901,0.015552,-0.00025466,0.002853
0.012105,0.000104,-0.099896,2.8813,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.3363,0,0,0,1,1,0.0054049,0.00038607,-5.9789e-06,1.0042e-05,1.4923,0.012753,-0.00019737,0.00033156
0.014105,0.000104,-0.099896,2.882,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.3367,0,0,0,1,1,0.011968,0.00039697,-2.1458e-06,-2.4016e-05,1.4927,0.013113,-7.0764e-05,-0.00079365
0.016105,0.000104,-0.099896,2.8813,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.3364,0,0,0,1,1,0.012213,0.00041244,1.5142e-06,1.1747e-05,1.4924,0.013624,5.0134e-05,0.00038775
0.018105,0.000104,-0.099896,2.8812,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.3367,0,0,0,1,1,0.0081202,0.00037388,3.2381e-07,2.3469e-05,1.4928,0.01235,1.0817e-05,0.00077505
0.020105,0.000104,-0.099896,2.8817,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.3373,0,0,0,1,1,0.0085957,0.00034838,5.3972e-07,-3.7907e-06,1.4934,0.011508,1.7947e-05,-0.00012547
0.022105,0.000104,-0.099896,2.8817,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.3369,0,0,0,1,1,0.011269,0.00035626,-3.1894e-06,-1.3731e-06,1.493,0.011768,-0.00010525,-4.566e-05
0.024105,0.000104,-0.099896,2.8814,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.3369,0,0,0,1,1,0.010102,0.00034832,-1.5266e-06,1.4163e-05,1.493,0.011506,-5.0323e-05,0.00046756
0.026105,0.000104,-0.099896,2.8815,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.3366,0,0,0,1,1,0.0080458,0.00031699,2.9346e-06,7.343e-06,1.4927,0.010471,9.7045e-05,0.00024231
0.028105,0.000104,-0.099896,2.8818,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.3369,0,0,0,1,1,0.010077,0.00031912,-4.9702e-07,-8.452e-06,1.4929,0.010541,-1.6323e-05,-0.00027948
0.030105,0.000104,-0.099896,2.8815,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.3365,0,0,0,1,1,0.01091,0.00032183,-2.1159e-06,5.4025e-06,1.4925,0.010631,-6.9806e-05,0.00017816
0.032105,0.000104,-0.099896,2.8813,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.336,0,0,0,1,1,0.0086705,0.00029832,4.739e-07,1.2867e-05,1.4921,0.0098543,1.5741e-05,0.00042477
0.034105,0.000104,-0.099896,2.8815,0,0,0,2,0,0,0,0,0,0,0,0,0
0.034105,0.000104,-0.097896,3.3358,0,0,0,1,1,0.0087216,0.00028558,-6.1907e-07,-2.2564e-07,1.4918,0.0094332,-2.0371e-05,-7.7312e-06
0.036105,0.000104,-0.099896,2.8815,0,0,0,2,0,0,0,0,0,0,0,0,0
0.036105,0.000104,-0.097896,3.3353,0,0,0,1,1,0.010298,0.00029061,2.3711e-07,-4.8567e-06,1.4913,0.0095993,7.908e-06,-0.00016073
0.038105,0.000104,-0.099896,2.8812,0,0,0,2,0,0,0,0,0,0,0,0,0
0.038105,0.000104,-0.097896,3.3346,0,0,0,1,1,0.0099582,0.00028613,-8.2461e-07,7.3754e-06,1.4906,0.0094515,-2.717e-05,0.00024333
0.040105,0.000104,-0.099896,2.8812,0,0,0,2,0,0,0,0,0,0,0,0,0
0.040105,0.000104,-0.097896,3.334,0,0,0,1,1,0.0087756,0.00026933,2.0771e-07,6.1394e-06,1.4901,0.0088964,6.9236e-06,0.00020252
0.042105,0.000104,-0.099896,2.8811,0,0,0,2,0,0,0,0,0,0,0,0,0
0.042105,0.000104,-0.097896,3.3331,0,0,0,1,1,0.009194,0.00026307,4.8184e-07,-5.4449e-07,1.4892,0.0086896,1.5972e-05,-1.8282e-05
0.044105,0.000104,-0.099896,2.881,0,0,0,2,0,0,0,0,0,0,0,0,0
