"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.9783,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.9705,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.472,0,0,0,3,1,0.052035,0.000934,0,0,1.5,0.030853,0,0
0.002105,0.000104,-0.097896,3.4524,0,0,0,1,1,0.0053982,0.00074469,-1.5126e-06,0.00033206,1.4805,0.024598,-4.9862e-05,0.010968
0.004105,0.000104,-0.099896,2.9752,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.4553,0,0,0,1,1,-0.0078495,0.00043108,-6.3163e-06,8.1679e-05,1.4834,0.014239,-0.00020845,0.002696
0.006105,0.000104,-0.099896,2.9786,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.4608,0,0,0,1,1,0.0051644,0.00043451,1.2335e-06,-7.6524e-05,1.4889,0.014353,4.0909e-05,-0.0025292
0.008105,0.000104,-0.099896,2.9781,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.4631,0,0,0,1,1,0.012381,0.00053302,-7.7244e-06,-2.9113e-05,1.4912,0.017607,-0.00025495,-0.00096296
0.010105,0.000104,-0.099896,2.976,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.4618,0,0,0,1,1,0.0035775,0.00048166,-7.9672e-06,8.919e-05,1.4899,0.01591,-0.00026298,0.0029445
0.012105,0.000104,-0.099896,2.9776,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.464,0,0,0,1,1,0.00053877,0.00039529,-6.3361e-06,1.2193e-05,1.4921,0.013057,-0.00020915,0.00040119
0.014105,0.000104,-0.099896,2.9782,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.4644,0,0,0,1,1,0.007224,0.00040583,-2.3724e-06,-2.2724e-05,1.4925,0.013405,-7.8207e-05,-0.00075191
0.016105,0.000104,-0.099896,2.9775,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.464,0,0,0,1,1,0.0074944,0.00042193,1.3822e-06,1.2967e-05,1.4921,0.013937,4.5797e-05,0.00042693
0.018105,0.000104,-0.099896,2.9773,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.4643,0,0,0,1,1,0.0032831,0.00038321,1.2646e-07,2.5244e-05,1.4924,0.012658,4.3051e-06,0.00083243
0.020105,0.000104,-0.099896,2.9779,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.4648,0,0,0,1,1,0.0037372,0.00035706,3.3072e-07,-2.1952e-06,1.4929,0.011794,1.1049e-05,-7.3875e-05
0.022105,0.000104,-0.099896,2.9778,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.4643,0,0,0,1,1,0.0064665,0.00036505,-3.4161e-06,4.6147e-08,1.4924,0.012058,-0.00011272,2.5555e-07
0.024105,0.000104,-0.099896,2.9775,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.4643,0,0,0,1,1,0.0052599,0.00035726,-1.7347e-06,1.5673e-05,1.4923,0.011801,-5.7197e-05,0.00051643
0.026105,0.000104,-0.099896,2.9775,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.4639,0,0,0,1,1,0.0031314,0.00032537,2.8053e-06,9.0235e-06,1.492,0.010747,9.2756e-05,0.00029679
0.028105,0.000104,-0.099896,2.9778,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.4641,0,0,0,1,1,0.0051883,0.00032744,-7.1203e-07,-7.1477e-06,1.4922,0.010816,-2.3435e-05,-0.00023735
0.030105,0.000104,-0.099896,2.9775,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.4637,0,0,0,1,1,0.0060341,0.00033037,-2.3724e-06,6.7225e-06,1.4918,0.010912,-7.8291e-05,0.00022088
0.032105,0.000104,-0.099896,2.9773,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.4632,0,0,0,1,1,0.0037351,0.00030662,2.9561e-07,1.4487e-05,1.4913,0.010128,9.8243e-06,0.00047735
0.034105,0.000104,-0.099896,2.9775,0,0,0,2,0,0,0,0,0,0,0,0,0
