"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,3.0806,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,3.0712,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.6087,0,0,0,3,1,0.052559,0.001038,0,0,1.5,0.034288,0,0
0.002105,0.000104,-0.097896,3.5854,0,0,0,1,1,0.0002046,0.00083592,-1.0126e-06,0.00036646,1.4767,0.027618,-3.4391e-05,0.012115
0.004105,0.000104,-0.099896,3.0758,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.5872,0,0,0,1,1,-0.015462,0.00048825,-7.0275e-06,9.515e-05,1.4785,0.016132,-0.00023346,0.0031538
0.006105,0.000104,-0.099896,3.0793,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.5925,0,0,0,1,1,-0.00018081,0.00048569,1.3448e-06,-8.3099e-05,1.4838,0.016048,4.3255e-05,-0.0027368
0.008105,0.000104,-0.099896,3.0788,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.5949,0,0,0,1,1,0.0086595,0.00059815,-8.0782e-06,-3.9218e-05,1.4862,0.019763,-0.00026802,-0.001286
0.010105,0.000104,-0.099896,3.0764,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.5934,0,0,0,1,1,-0.0013584,0.00054831,-8.408e-06,9.7222e-05,1.4847,0.018117,-0.00027889,0.0032212
0.012105,0.000104,-0.099896,3.0781,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.5959,0,0,0,1,1,-0.0051062,0.00045074,-7.4376e-06,1.667e-05,1.4872,0.014893,-0.00024674,0.00055968
0.014105,0.000104,-0.099896,3.0789,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.5964,0,0,0,1,1,0.0026488,0.00045801,-2.6119e-06,-2.4248e-05,1.4877,0.015134,-8.7324e-05,-0.00079228
0.016105,0.000104,-0.099896,3.0783,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.5962,0,0,0,1,1,0.003223,0.00047853,1.7277e-06,1.0243e-05,1.4876,0.015811,5.6137e-05,0.00034769
0.018105,0.000104,-0.099896,3.0781,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.5966,0,0,0,1,1,-0.0016131,0.00043899,1.2373e-07,2.703e-05,1.488,0.014505,3.1638e-06,0.00090169
0.020105,0.000104,-0.099896,3.0787,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.5972,0,0,0,1,1,-0.0010928,0.00040794,3.2203e-07,-1.6121e-06,1.4886,0.013479,9.6923e-06,-4.4493e-05
0.022105,0.000104,-0.099896,3.0786,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.5968,0,0,0,1,1,0.0022118,0.00041637,-3.5709e-06,-6.0808e-07,1.4882,0.013758,-0.0001188,-1.1351e-05
0.024105,0.000104,-0.099896,3.0783,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.5969,0,0,0,1,1,0.00089375,0.00040963,-1.7423e-06,1.5719e-05,1.4883,0.013535,-5.8331e-05,0.000528
0.026105,0.000104,-0.099896,3.0784,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.5966,0,0,0,1,1,-0.0015663,0.00037361,3.3993e-06,1.0501e-05,1.4879,0.012345,0.00011154,0.00035527
0.028105,0.000104,-0.099896,3.0788,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.5969,0,0,0,1,1,0.0008639,0.00037485,-7.1841e-07,-8.2715e-06,1.4883,0.012386,-2.4432e-05,-0.00026468
0.030105,0.000104,-0.099896,3.0785,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.5967,0,0,0,1,1,0.0019564,0.0003789,-2.6621e-06,5.7729e-06,1.4881,0.01252,-8.8577e-05,0.00019915
0.032105,0.000104,-0.099896,3.0782,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.5962,0,0,0,1,1,-0.00059431,0.00035307,5.6089e-07,1.5737e-05,1.4876,0.011667,1.7961e-05,0.00052816
0.034105,0.000104,-0.099896,3.0785,0,0,0,2,0,0,0,0,0,0,0,0,0
0.034105,0.000104,-0.097896,3.5962,0,0,0,1,1,-0.00054607,0.00033771,-8.011e-07,2.0058e-06,1.4875,0.011159,-2.7001e-05,7.44e-05
