"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,3.0425,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,3.0344,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.5577,0,0,0,3,1,0.059777,0.000954,0,0,1.5,0.031514,0,0
0.002105,0.000104,-0.097896,3.5374,0,0,0,1,1,0.011948,0.00076209,-1.3389e-06,0.00033859,1.4797,0.025175,-4.4597e-05,0.011186
0.004105,0.000104,-0.099896,3.0391,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.54,0,0,0,1,1,-0.0017616,0.00044186,-6.3622e-06,8.4155e-05,1.4823,0.014597,-0.00021063,0.0027813
0.006105,0.000104,-0.099896,3.0425,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.5455,0,0,0,1,1,0.011721,0.00044415,1.3377e-06,-7.7942e-05,1.4878,0.014673,4.3754e-05,-0.0025733
0.008105,0.000104,-0.099896,3.042,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.5478,0,0,0,1,1,0.019254,0.00054535,-7.6999e-06,-3.1126e-05,1.4901,0.018015,-0.00025475,-0.0010265
0.010105,0.000104,-0.099896,3.0398,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.5465,0,0,0,1,1,0.010208,0.00049414,-7.9509e-06,9.0705e-05,1.4888,0.016324,-0.00026303,0.0029977
0.012105,0.000104,-0.099896,3.0414,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.5488,0,0,0,1,1,0.0070464,0.00040552,-6.4308e-06,1.2926e-05,1.4911,0.013396,-0.00021282,0.00042834
0.014105,0.000104,-0.099896,3.0421,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.5492,0,0,0,1,1,0.013955,0.00041548,-2.2989e-06,-2.319e-05,1.4915,0.013725,-7.631e-05,-0.0007645
0.016105,0.000104,-0.099896,3.0414,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.5489,0,0,0,1,1,0.014286,0.00043237,1.5782e-06,1.2394e-05,1.4912,0.014283,5.1777e-05,0.00041099
0.018105,0.000104,-0.099896,3.0412,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.5492,0,0,0,1,1,0.0099605,0.00039333,2.735e-07,2.5537e-05,1.4916,0.012993,8.6842e-06,0.00084494
0.020105,0.000104,-0.099896,3.0418,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.5498,0,0,0,1,1,0.010438,0.00036615,4.8525e-07,-2.2101e-06,1.4921,0.012096,1.5684e-05,-7.1565e-05
0.022105,0.000104,-0.099896,3.0417,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.5494,0,0,0,1,1,0.013285,0.00037418,-3.2955e-06,-2.1388e-07,1.4917,0.012361,-0.00010917,-5.5726e-06
0.024105,0.000104,-0.099896,3.0414,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.5494,0,0,0,1,1,0.012064,0.00036648,-1.578e-06,1.564e-05,1.4917,0.012106,-5.2424e-05,0.0005181
0.026105,0.000104,-0.099896,3.0415,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.549,0,0,0,1,1,0.0098845,0.00033363,3.0927e-06,9.2213e-06,1.4914,0.011021,0.00010187,0.000306
0.028105,0.000104,-0.099896,3.0418,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.5493,0,0,0,1,1,0.012022,0.00033546,-5.2666e-07,-7.5016e-06,1.4916,0.011082,-1.7666e-05,-0.00024635
0.030105,0.000104,-0.099896,3.0415,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.5489,0,0,0,1,1,0.012921,0.0003385,-2.2384e-06,6.4667e-06,1.4912,0.011182,-7.4193e-05,0.00021507
0.032105,0.000104,-0.099896,3.0413,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.5484,0,0,0,1,1,0.010585,0.00031414,5.4379e-07,1.4693e-05,1.4907,0.010378,1.7729e-05,0.00048676
0.034105,0.000104,-0.099896,3.0415,0,0,0,2,0,0,0,0,0,0,0,0,0
0.034105,0.000104,-0.097896,3.5482,0,0,0,1,1,0.010626,0.00030049,-6.1711e-07,1.3133e-06,1.4905,0.0099268,-2.0601e-05,4.4767e-05
0.036105,0.000104,-0.099896,3.0415,0,0,0,2,0,0,0,0,0,0,0,0,0
0.036105,0.000104,-0.097896,3.5477,0,0,0,1,1,0.012279,0.00030547,2.7534e-07,-3.9912e-06,1.4901,0.010091,8.8946e-06,-0.00013043
0.038105,0.000104,-0.099896,3.0412,0,0,0,2,0,0,0,0,0,0,0,0,0
0.038105,0.000104,-0.097896,3.5471,0,0,0,1,1,0.011949,0.00030092,-8.0366e-07,8.638e-06,1.4894,0.009941,-2.6729e-05,0.00028673
0.040105,0.000104,-0.099896,3.0412,0,0,0,2,0,0,0,0,0,0,0,0,0
