"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.8586,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.8509,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.3125,0,0,0,3,1,0.056574,0.000974,0,0,1.5,0.032174,0,0
0.002105,0.000104,-0.097896,3.2931,0,0,0,1,1,0.007704,0.00077829,-1.2587e-06,0.00034348,1.4805,0.025707,-4.1402e-05,0.011342
0.004105,0.000104,-0.099896,2.8558,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.2964,0,0,0,1,1,-0.0064619,0.00045198,-6.4169e-06,8.4197e-05,1.4838,0.014929,-0.00021181,0.0027772
0.006105,0.000104,-0.099896,2.8594,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.3022,0,0,0,1,1,0.0074708,0.0004536,1.4081e-06,-8.0828e-05,1.4896,0.014982,4.6673e-05,-0.0026737
0.008105,0.000104,-0.099896,2.8589,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.3045,0,0,0,1,1,0.015256,0.00055697,-7.6896e-06,-3.4491e-05,1.4919,0.018396,-0.00025389,-0.0011438
0.010105,0.000104,-0.099896,2.8566,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.3031,0,0,0,1,1,0.0059136,0.00050595,-7.9818e-06,9.0188e-05,1.4905,0.016712,-0.00026355,0.0029752
0.012105,0.000104,-0.099896,2.8582,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.3054,0,0,0,1,1,0.0026224,0.00041563,-6.6531e-06,1.1847e-05,1.4928,0.013728,-0.00021963,0.00038753
0.014105,0.000104,-0.099896,2.8588,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.3057,0,0,0,1,1,0.0097265,0.00042504,-2.3526e-06,-2.5e-05,1.4931,0.014039,-7.7579e-05,-0.00082988
0.016105,0.000104,-0.099896,2.8582,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.3055,0,0,0,1,1,0.010065,0.00044263,1.5999e-06,1.0225e-05,1.4928,0.01462,5.2967e-05,0.00033352
0.018105,0.000104,-0.099896,2.858,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.3058,0,0,0,1,1,0.0055749,0.00040357,1.9919e-07,2.4133e-05,1.4932,0.01333,6.7193e-06,0.00079333
0.020105,0.000104,-0.099896,2.8585,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.3064,0,0,0,1,1,0.0060596,0.00037569,3.9652e-07,-3.7367e-06,1.4938,0.012409,1.3264e-05,-0.00012738
0.022105,0.000104,-0.099896,2.8585,0,0,0,2,0,0,0,0,0,0,0,0,0
