"Points:0","Points:1","Points:2","enthalpy","force:0","force:1","force:2","geometry","liquid fraction","physPressure","physVelocity:0","physVelocity:1","physVelocity:2","temperature","velocity_coupled:0","velocity_coupled:1","velocity_coupled:2"
0.00010501,0.000104,-0.099896,2.9191,0,0,0,2,0,0,0,0,0,0,0,0,0
0.002105,0.000104,-0.099896,2.9107,0,0,0,2,0,0,0,0,0,0,0,0,0
0.00010501,0.000104,-0.097896,3.3931,0,0,0,3,1,0.052914,0.00097,0,0,1.5,0.032042,0,0
0.002105,0.000104,-0.097896,3.3721,0,0,0,1,1,0.0042893,0.00077652,-1.4625e-06,0.00034472,1.479,0.025651,-4.8555e-05,0.011389
0.004105,0.000104,-0.099896,2.9154,0,0,0,2,0,0,0,0,0,0,0,0,0
0.004105,0.000104,-0.097896,3.3746,0,0,0,1,1,-0.0097957,0.00045102,-6.6962e-06,8.7055e-05,1.4816,0.014899,-0.0002214,0.0028771
0.006105,0.000104,-0.099896,2.9189,0,0,0,2,0,0,0,0,0,0,0,0,0
0.006105,0.000104,-0.097896,3.3801,0,0,0,1,1,0.0039636,0.00045254,1.1542e-06,-7.8233e-05,1.4871,0.01495,3.7941e-05,-0.0025827
0.008105,0.000104,-0.099896,2.9184,0,0,0,2,0,0,0,0,0,0,0,0,0
0.008105,0.000104,-0.097896,3.3824,0,0,0,1,1,0.011725,0.00055595,-7.964e-06,-3.1787e-05,1.4894,0.018366,-0.00026321,-0.0010479
0.010105,0.000104,-0.099896,2.9162,0,0,0,2,0,0,0,0,0,0,0,0,0
0.010105,0.000104,-0.097896,3.3811,0,0,0,1,1,0.0025044,0.00050496,-8.2423e-06,9.2734e-05,1.4881,0.016681,-0.0002724,0.0030648
0.012105,0.000104,-0.099896,2.9178,0,0,0,2,0,0,0,0,0,0,0,0,0
0.012105,0.000104,-0.097896,3.3835,0,0,0,1,1,-0.00078788,0.00041472,-6.8279e-06,1.4362e-05,1.4905,0.0137,-0.00022572,0.0004759
0.014105,0.000104,-0.099896,2.9185,0,0,0,2,0,0,0,0,0,0,0,0,0
0.014105,0.000104,-0.097896,3.3839,0,0,0,1,1,0.0062522,0.00042429,-2.5606e-06,-2.2637e-05,1.4908,0.014016,-8.4743e-05,-0.00074594
0.016105,0.000104,-0.099896,2.9179,0,0,0,2,0,0,0,0,0,0,0,0,0
0.016105,0.000104,-0.097896,3.3836,0,0,0,1,1,0.0066186,0.00044191,1.4063e-06,1.2796e-05,1.4905,0.014598,4.6301e-05,0.00042457
0.018105,0.000104,-0.099896,2.9177,0,0,0,2,0,0,0,0,0,0,0,0,0
0.018105,0.000104,-0.097896,3.3839,0,0,0,1,1,0.0021893,0.00040281,3.5797e-08,2.6548e-05,1.4908,0.013307,1.0113e-06,0.00087855
0.020105,0.000104,-0.099896,2.9182,0,0,0,2,0,0,0,0,0,0,0,0,0
0.020105,0.000104,-0.097896,3.3844,0,0,0,1,1,0.0026552,0.00037502,2.4023e-07,-1.3586e-06,1.4914,0.012389,7.7498e-06,-4.3179e-05
0.022105,0.000104,-0.099896,2.9181,0,0,0,2,0,0,0,0,0,0,0,0,0
0.022105,0.000104,-0.097896,3.3839,0,0,0,1,1,0.0055699,0.0003832,-3.5611e-06,4.7237e-07,1.4909,0.012659,-0.00011779,1.7427e-05
0.024105,0.000104,-0.099896,2.9178,0,0,0,2,0,0,0,0,0,0,0,0,0
0.024105,0.000104,-0.097896,3.3839,0,0,0,1,1,0.004322,0.00037574,-1.8195e-06,1.6388e-05,1.4909,0.012412,-6.0262e-05,0.0005431
0.026105,0.000104,-0.099896,2.9179,0,0,0,2,0,0,0,0,0,0,0,0,0
0.026105,0.000104,-0.097896,3.3836,0,0,0,1,1,0.0020719,0.00034243,2.9345e-06,1.0143e-05,1.4906,0.011312,9.6755e-05,0.00033672
0.028105,0.000104,-0.099896,2.9182,0,0,0,2,0,0,0,0,0,0,0,0,0
0.028105,0.000104,-0.097896,3.3838,0,0,0,1,1,0.0042461,0.00034426,-7.7972e-07,-6.9069e-06,1.4908,0.011373,-2.5919e-05,-0.00022638
0.030105,0.000104,-0.099896,2.9179,0,0,0,2,0,0,0,0,0,0,0,0,0
0.030105,0.000104,-0.097896,3.3835,0,0,0,1,1,0.0051722,0.00034757,-2.5302e-06,7.0604e-06,1.4905,0.011482,-8.3738e-05,0.00023504
0.032105,0.000104,-0.099896,2.9177,0,0,0,2,0,0,0,0,0,0,0,0,0
0.032105,0.000104,-0.097896,3.383,0,0,0,1,1,0.0027818,0.00032308,3.3173e-07,1.5558e-05,1.49,0.010673,1.0801e-05,0.00051566
0.034105,0.000104,-0.099896,2.9179,0,0,0,2,0,0,0,0,0,0,0,0,0
0.034105,0.000104,-0.097896,3.3828,0,0,0,1,1,0.0028038,0.00030925,-8.7506e-07,2.1089e-06,1.4898,0.010216,-2.9058e-05,7.1381e-05
0.036105,0.000104,-0.099896,2.9179,0,0,0,2,0,0,0,0,0,0,0,0,0
0.036105,0.000104,-0.097896,3.3824,0,0,0,1,1,0.0044816,0.00031438,4.2871e-08,-3.4375e-06,1.4894,0.010385,1.2646e-06,-0.00011177
0.038105,0.000104,-0.099896,2.9176,0,0,0,2,0,0,0,0,0,0,0,0,0
0.038105,0.000104,-0.097896,3.3818,0,0,0,1,1,0.0041517,0.00030996,-1.0466e-06,9.2576e-06,1.4888,0.01024,-3.4716e-05,0.00030758
0.040105,0.000104,-0.099896,2.9176,0,0,0,2,0,0,0,0,0,0,0,0,0
0.040105,0.000104,-0.097896,3.3814,0,0,0,1,1,0.0028914,0.0002923,-8.4476e-09,8.3769e-06,1.4884,0.0096561,-4.147e-07,0.00027846
0.042105,0.000104,-0.099896,2.9176,0,0,0,2,0,0,0,0,0,0,0,0,0
0.042105,0.000104,-0.097896,3.3806,0,0,0,1,1,0.0033136,0.00028543,3.4323e-07,1.4514e-06,1.4876,0.0094293,1.121e-05,4.9696e-05
0.044105,0.000104,-0.099896,2.9174,0,0,0,2,0,0,0,0,0,0,0,0,0
0.044105,0.000104,-0.097896,3.3797,0,0,0,1,1,0.0041336,0.00028678,-1.0678e-06,1.9598e-06,1.4867,0.009474,-3.5397e-05,6.6502e-05
0.046105,0.000104,-0.099896,2.9172,0,0,0,2,0,0,0,0,0,0,0,0,0
0.046105,0.000104,-0.097896,3.3787,0,0,0,1,1,0.0033882,0.00027762,-8.0047e-07,7.0848e-06,1.4856,0.0091713,-2.6556e-05,0.00023578
0.048105,0.000104,-0.099896,2.9171,0,0,0,2,0,0,0,0,0,0,0,0,0
0.048105,0.000104,-0.097896,3.3775,0,0,0,1,1,0.0031471,0.00026932,9.7752e-07,3.3577e-06,1.4844,0.0088973,3.2182e-05,0.00011266
0.050105,0.000104,-0.099896,2.9169,0,0,0,2,0,0,0,0,0,0,0,0,0
0.050105,0.000104,-0.097896,3.3761,0,0,0,1,1,0.0037877,0.00026788,-1.2356e-07,2.4287e-06,1.4831,0.0088499,-4.1811e-06,8.197e-05
